ProductKey,OrderDateKey,SalesTerritoryKey,Order Quantity,Unit Price,Extended Amount,Product Standard Cost,Total Product Cost,Order Total
220,20210803,1,1,$20.19,$20.19,$12.03,$12.03,$20.19
346,20210803,1,1,"$2,039.99","$2,039.99","$1,912.15","$1,912.15","$2,039.99"
232,20210803,1,4,$28.84,$115.36,$31.72,$126.90,$115.36
345,20210803,1,1,"$2,039.99","$2,039.99","$1,912.15","$1,912.15","$2,039.99"
212,20210803,1,1,$20.19,$20.19,$12.03,$12.03,$20.19
347,20210803,1,2,"$2,039.99","$4,079.99","$1,912.15","$3,824.31","$4,079.99"
215,20210803,1,1,$20.19,$20.19,$12.03,$12.03,$20.19
324,20210807,1,2,$419.46,$838.92,$413.15,$826.29,$838.92
342,20210807,1,1,$419.46,$419.46,$413.15,$413.15,$419.46
319,20210807,1,2,$874.79,"$1,749.59",$884.71,"$1,769.42","$1,749.59"
332,20210807,1,2,$419.46,$838.92,$413.15,$826.29,$838.92
275,20210807,1,1,$356.90,$356.90,$352.14,$352.14,$356.90
326,20210807,1,1,$419.46,$419.46,$413.15,$413.15,$419.46
285,20210807,1,1,$178.58,$178.58,$176.20,$176.20,$178.58
338,20210807,1,1,$419.46,$419.46,$413.15,$413.15,$419.46
314,20210807,1,2,"$2,146.96","$4,293.92","$2,171.29","$4,342.59","$4,293.92"
270,20210807,1,1,$183.94,$183.94,$181.49,$181.49,$183.94
328,20210807,1,1,$419.46,$419.46,$413.15,$413.15,$419.46
317,20210807,1,1,$874.79,$874.79,$884.71,$884.71,$874.79
344,20210809,1,1,"$2,039.99","$2,039.99","$1,912.15","$1,912.15","$2,039.99"
350,20210809,1,1,"$2,024.99","$2,024.99","$1,898.09","$1,898.09","$2,024.99"
218,20210809,1,2,$5.70,$11.40,$3.40,$6.79,$11.40
215,20210809,1,1,$20.19,$20.19,$12.03,$12.03,$20.19
347,20210809,1,1,"$2,039.99","$2,039.99","$1,912.15","$1,912.15","$2,039.99"
349,20210809,1,2,"$2,024.99","$4,049.99","$1,898.09","$3,796.19","$4,049.99"
232,20210809,1,2,$28.84,$57.68,$31.72,$63.45,$57.68
346,20210809,1,2,"$2,039.99","$4,079.99","$1,912.15","$3,824.31","$4,079.99"
218,20210809,1,2,$5.70,$11.40,$3.40,$6.79,$11.40
229,20210809,1,3,$28.84,$86.52,$31.72,$95.17,$86.52
344,20210809,1,4,"$2,039.99","$8,159.98","$1,912.15","$7,648.62","$8,159.98"
220,20210809,1,2,$20.19,$40.37,$12.03,$24.06,$40.37
212,20210809,1,1,$20.19,$20.19,$12.03,$12.03,$20.19
351,20210809,1,2,"$2,024.99","$4,049.99","$1,898.09","$3,796.19","$4,049.99"
223,20210809,1,4,$5.19,$20.75,$5.71,$22.82,$20.75
296,20210809,1,2,$714.70,"$1,429.41",$617.03,"$1,234.06","$1,429.41"
307,20210809,1,1,$722.59,$722.59,$623.84,$623.84,$722.59
293,20210809,1,3,$722.59,"$2,167.78",$623.84,"$1,871.52","$2,167.78"
292,20210809,1,2,$818.70,"$1,637.40",$706.81,"$1,413.62","$1,637.40"
350,20210809,1,2,"$2,024.99","$4,049.99","$1,898.09","$3,796.19","$4,049.99"
235,20210809,1,1,$28.84,$28.84,$31.72,$31.72,$28.84
304,20210810,1,1,$714.70,$714.70,$617.03,$617.03,$714.70
348,20210810,1,5,"$2,024.99","$10,124.97","$1,898.09","$9,490.47","$10,124.97"
350,20210810,1,2,"$2,024.99","$4,049.99","$1,898.09","$3,796.19","$4,049.99"
300,20210810,1,2,$809.76,"$1,619.52",$699.09,"$1,398.19","$1,619.52"
344,20210810,1,5,"$2,039.99","$10,199.97","$1,912.15","$9,560.77","$10,199.97"
345,20210810,1,4,"$2,039.99","$8,159.98","$1,912.15","$7,648.62","$8,159.98"
296,20210810,1,1,$714.70,$714.70,$617.03,$617.03,$714.70
347,20210810,1,1,"$2,039.99","$2,039.99","$1,912.15","$1,912.15","$2,039.99"
351,20210810,1,5,"$2,024.99","$10,124.97","$1,898.09","$9,490.47","$10,124.97"
293,20210810,1,2,$722.59,"$1,445.19",$623.84,"$1,247.68","$1,445.19"
232,20210814,1,4,$28.84,$115.36,$31.72,$126.90,$115.36
215,20210814,1,2,$20.19,$40.37,$12.03,$24.06,$40.37
218,20210814,1,5,$5.70,$28.50,$3.40,$16.98,$28.50
344,20210814,1,3,"$2,039.99","$6,119.98","$1,912.15","$5,736.46","$6,119.98"
348,20210814,1,2,"$2,024.99","$4,049.99","$1,898.09","$3,796.19","$4,049.99"
347,20210814,1,4,"$2,039.99","$8,159.98","$1,912.15","$7,648.62","$8,159.98"
351,20210814,1,1,"$2,024.99","$2,024.99","$1,898.09","$1,898.09","$2,024.99"
235,20210814,1,1,$28.84,$28.84,$31.72,$31.72,$28.84
220,20210814,1,1,$20.19,$20.19,$12.03,$12.03,$20.19
212,20210814,1,2,$20.19,$40.37,$12.03,$24.06,$40.37
219,20210820,1,3,$5.70,$17.10,$3.40,$10.19,$17.10
350,20210820,1,2,"$2,024.99","$4,049.99","$1,898.09","$3,796.19","$4,049.99"
348,20210820,1,3,"$2,024.99","$6,074.98","$1,898.09","$5,694.28","$6,074.98"
349,20210820,1,4,"$2,024.99","$8,099.98","$1,898.09","$7,592.38","$8,099.98"
218,20210820,1,8,$5.70,$45.60,$3.40,$27.17,$45.60
351,20210820,1,5,"$2,024.99","$10,124.97","$1,898.09","$9,490.47","$10,124.97"
344,20210820,1,2,"$2,039.99","$4,079.99","$1,912.15","$3,824.31","$4,079.99"
223,20210821,1,6,$5.19,$31.12,$5.71,$34.23,$31.12
220,20210821,1,2,$20.19,$40.37,$12.03,$24.06,$40.37
307,20210821,1,2,$722.59,"$1,445.19",$623.84,"$1,247.68","$1,445.19"
229,20210821,1,2,$28.84,$57.68,$31.72,$63.45,$57.68
235,20210821,1,4,$28.84,$115.36,$31.72,$126.90,$115.36
304,20210821,1,1,$714.70,$714.70,$617.03,$617.03,$714.70
296,20210821,1,1,$714.70,$714.70,$617.03,$617.03,$714.70
344,20210821,1,2,"$2,039.99","$4,079.99","$1,912.15","$3,824.31","$4,079.99"
351,20210821,1,4,"$2,024.99","$8,099.98","$1,898.09","$7,592.38","$8,099.98"
300,20210821,1,1,$809.76,$809.76,$699.09,$699.09,$809.76
348,20210821,1,2,"$2,024.99","$4,049.99","$1,898.09","$3,796.19","$4,049.99"
345,20210821,1,2,"$2,039.99","$4,079.99","$1,912.15","$3,824.31","$4,079.99"
349,20210821,1,4,"$2,024.99","$8,099.98","$1,898.09","$7,592.38","$8,099.98"
212,20210821,1,3,$20.19,$60.56,$12.03,$36.08,$60.56
215,20210821,1,3,$20.19,$60.56,$12.03,$36.08,$60.56
350,20210828,1,2,"$2,024.99","$4,049.99","$1,898.09","$3,796.19","$4,049.99"
349,20210828,1,3,"$2,024.99","$6,074.98","$1,898.09","$5,694.28","$6,074.98"
296,20210828,1,3,$714.70,"$2,144.11",$617.03,"$1,851.08","$2,144.11"
292,20210828,1,1,$818.70,$818.70,$706.81,$706.81,$818.70
347,20210828,1,2,"$2,039.99","$4,079.99","$1,912.15","$3,824.31","$4,079.99"
351,20210828,1,3,"$2,024.99","$6,074.98","$1,898.09","$5,694.28","$6,074.98"
304,20210828,1,2,$714.70,"$1,429.41",$617.03,"$1,234.06","$1,429.41"
300,20210828,1,1,$809.76,$809.76,$699.09,$699.09,$809.76
218,20210828,1,2,$5.70,$11.40,$3.40,$6.79,$11.40
322,20210829,1,7,$419.46,"$2,936.21",$413.15,"$2,892.02","$2,936.21"
319,20210829,1,3,$874.79,"$2,624.38",$884.71,"$2,654.12","$2,624.38"
285,20210829,1,4,$178.58,$714.32,$176.20,$704.80,$714.32
315,20210829,1,3,$874.79,"$2,624.38",$884.71,"$2,654.12","$2,624.38"
262,20210829,1,2,$183.94,$367.88,$181.49,$362.97,$367.88
232,20210829,1,2,$28.84,$57.68,$31.72,$63.45,$57.68
326,20210829,1,4,$419.46,"$1,677.84",$413.15,"$1,652.59","$1,677.84"
223,20210829,1,2,$5.19,$10.37,$5.71,$11.41,$10.37
328,20210829,1,3,$419.46,"$1,258.38",$413.15,"$1,239.44","$1,258.38"
324,20210829,1,3,$419.46,"$1,258.38",$413.15,"$1,239.44","$1,258.38"
220,20210829,1,5,$20.19,$100.93,$12.03,$60.14,$100.93
314,20210829,1,2,"$2,146.96","$4,293.92","$2,171.29","$4,342.59","$4,293.92"
332,20210829,1,1,$419.46,$419.46,$413.15,$413.15,$419.46
342,20210829,1,2,$419.46,$838.92,$413.15,$826.29,$838.92
270,20210829,1,3,$183.94,$551.81,$181.49,$544.46,$551.81
351,20210830,1,1,"$2,024.99","$2,024.99","$1,898.09","$1,898.09","$2,024.99"
218,20210830,1,4,$5.70,$22.80,$3.40,$13.59,$22.80
346,20210830,1,1,"$2,039.99","$2,039.99","$1,912.15","$1,912.15","$2,039.99"
349,20210830,1,1,"$2,024.99","$2,024.99","$1,898.09","$1,898.09","$2,024.99"
344,20210830,1,1,"$2,039.99","$2,039.99","$1,912.15","$1,912.15","$2,039.99"
332,20210831,1,3,$419.46,"$1,258.38",$413.15,"$1,239.44","$1,258.38"
328,20210831,1,3,$419.46,"$1,258.38",$413.15,"$1,239.44","$1,258.38"
314,20210831,1,2,"$2,146.96","$4,293.92","$2,171.29","$4,342.59","$4,293.92"
285,20210831,1,2,$178.58,$357.16,$176.20,$352.40,$357.16
270,20210831,1,3,$183.94,$551.81,$181.49,$544.46,$551.81
220,20210831,1,3,$20.19,$60.56,$12.03,$36.08,$60.56
223,20210831,1,4,$5.19,$20.75,$5.71,$22.82,$20.75
315,20210831,1,5,$874.79,"$4,373.97",$884.71,"$4,423.54","$4,373.97"
324,20210831,1,1,$419.46,$419.46,$413.15,$413.15,$419.46
326,20210831,1,3,$419.46,"$1,258.38",$413.15,"$1,239.44","$1,258.38"
319,20210831,1,7,$874.79,"$6,123.56",$884.71,"$6,192.96","$6,123.56"
232,20210831,1,6,$28.84,$173.04,$31.72,$190.35,$173.04
262,20210831,1,2,$183.94,$367.88,$181.49,$362.97,$367.88
342,20210831,1,2,$419.46,$838.92,$413.15,$826.29,$838.92
346,20210901,1,1,"$2,039.99","$2,039.99","$1,912.15","$1,912.15","$2,039.99"
344,20210901,1,4,"$2,039.99","$8,159.98","$1,912.15","$7,648.62","$8,159.98"
350,20210901,1,1,"$2,024.99","$2,024.99","$1,898.09","$1,898.09","$2,024.99"
351,20210901,1,2,"$2,024.99","$4,049.99","$1,898.09","$3,796.19","$4,049.99"
218,20210901,1,2,$5.70,$11.40,$3.40,$6.79,$11.40
219,20210901,1,1,$5.70,$5.70,$3.40,$3.40,$5.70
348,20210901,1,2,"$2,024.99","$4,049.99","$1,898.09","$3,796.19","$4,049.99"
345,20210901,1,2,"$2,039.99","$4,079.99","$1,912.15","$3,824.31","$4,079.99"
349,20210901,1,1,"$2,024.99","$2,024.99","$1,898.09","$1,898.09","$2,024.99"
293,20210903,1,1,$722.59,$722.59,$623.84,$623.84,$722.59
296,20210903,1,2,$714.70,"$1,429.41",$617.03,"$1,234.06","$1,429.41"
304,20210903,1,1,$714.70,$714.70,$617.03,$617.03,$714.70
350,20210903,1,3,"$2,024.99","$6,074.98","$1,898.09","$5,694.28","$6,074.98"
345,20210903,1,2,"$2,039.99","$4,079.99","$1,912.15","$3,824.31","$4,079.99"
351,20210903,1,5,"$2,024.99","$10,124.97","$1,898.09","$9,490.47","$10,124.97"
292,20210903,1,1,$818.70,$818.70,$706.81,$706.81,$818.70
344,20210903,1,2,"$2,039.99","$4,079.99","$1,912.15","$3,824.31","$4,079.99"
218,20210908,1,6,$5.70,$34.20,$3.40,$20.38,$34.20
351,20210908,1,4,"$2,024.99","$8,099.98","$1,898.09","$7,592.38","$8,099.98"
307,20210908,1,2,$722.59,"$1,445.19",$623.84,"$1,247.68","$1,445.19"
304,20210908,1,2,$714.70,"$1,429.41",$617.03,"$1,234.06","$1,429.41"
349,20210908,1,7,"$2,024.99","$14,174.96","$1,898.09","$13,286.66","$14,174.96"
347,20210908,1,3,"$2,039.99","$6,119.98","$1,912.15","$5,736.46","$6,119.98"
296,20210908,1,2,$714.70,"$1,429.41",$617.03,"$1,234.06","$1,429.41"
300,20210908,1,5,$809.76,"$4,048.80",$699.09,"$3,495.46","$4,048.80"
350,20210908,1,11,"$1,957.49","$21,532.44","$1,898.09","$20,879.04","$21,101.79"
235,20210908,1,3,$28.84,$86.52,$31.72,$95.17,$86.52
346,20210908,1,1,"$2,039.99","$2,039.99","$1,912.15","$1,912.15","$2,039.99"
215,20210908,1,2,$20.19,$40.37,$12.03,$24.06,$40.37
232,20210908,1,6,$28.84,$173.04,$31.72,$190.35,$173.04
229,20210908,1,2,$28.84,$57.68,$31.72,$63.45,$57.68
344,20210908,1,2,"$2,039.99","$4,079.99","$1,912.15","$3,824.31","$4,079.99"
292,20210908,1,3,$818.70,"$2,456.10",$706.81,"$2,120.43","$2,456.10"
223,20210908,1,5,$5.19,$25.93,$5.71,$28.53,$25.93
348,20210908,1,4,"$2,024.99","$8,099.98","$1,898.09","$7,592.38","$8,099.98"
220,20210908,1,4,$20.19,$80.75,$12.03,$48.11,$80.75
345,20210908,1,3,"$2,039.99","$6,119.98","$1,912.15","$5,736.46","$6,119.98"
212,20210908,1,1,$20.19,$20.19,$12.03,$12.03,$20.19
332,20210911,1,2,$419.46,$838.92,$413.15,$826.29,$838.92
326,20210911,1,2,$419.46,$838.92,$413.15,$826.29,$838.92
324,20210911,1,1,$419.46,$419.46,$413.15,$413.15,$419.46
342,20210911,1,4,$419.46,"$1,677.84",$413.15,"$1,652.59","$1,677.84"
285,20210911,1,4,$178.58,$714.32,$176.20,$704.80,$714.32
232,20210911,1,2,$28.84,$57.68,$31.72,$63.45,$57.68
212,20210911,1,4,$20.19,$80.75,$12.03,$48.11,$80.75
314,20210911,1,2,"$2,146.96","$4,293.92","$2,171.29","$4,342.59","$4,293.92"
315,20210911,1,2,$874.79,"$1,749.59",$884.71,"$1,769.42","$1,749.59"
322,20210911,1,2,$419.46,$838.92,$413.15,$826.29,$838.92
220,20210911,1,1,$20.19,$20.19,$12.03,$12.03,$20.19
319,20210911,1,2,$874.79,"$1,749.59",$884.71,"$1,769.42","$1,749.59"
223,20210911,1,1,$5.19,$5.19,$5.71,$5.71,$5.19
262,20210911,1,2,$183.94,$367.88,$181.49,$362.97,$367.88
270,20210911,1,1,$183.94,$183.94,$181.49,$181.49,$183.94
293,20210913,1,1,$722.59,$722.59,$623.84,$623.84,$722.59
307,20210913,1,1,$722.59,$722.59,$623.84,$623.84,$722.59
344,20210913,1,9,"$2,039.99","$18,359.95","$1,912.15","$17,209.39","$18,359.95"
292,20210913,1,3,$818.70,"$2,456.10",$706.81,"$2,120.43","$2,456.10"
351,20210913,1,2,"$2,024.99","$4,049.99","$1,898.09","$3,796.19","$4,049.99"
347,20210913,1,2,"$2,039.99","$4,079.99","$1,912.15","$3,824.31","$4,079.99"
300,20210913,1,2,$809.76,"$1,619.52",$699.09,"$1,398.19","$1,619.52"
296,20210913,1,2,$714.70,"$1,429.41",$617.03,"$1,234.06","$1,429.41"
345,20210913,1,2,"$2,039.99","$4,079.99","$1,912.15","$3,824.31","$4,079.99"
218,20210913,1,6,$5.70,$34.20,$3.40,$20.38,$34.20
349,20210913,1,2,"$2,024.99","$4,049.99","$1,898.09","$3,796.19","$4,049.99"
346,20210913,1,8,"$2,039.99","$16,319.95","$1,912.15","$15,297.24","$16,319.95"
304,20210913,1,1,$714.70,$714.70,$617.03,$617.03,$714.70
350,20210913,1,3,"$2,024.99","$6,074.98","$1,898.09","$5,694.28","$6,074.98"
349,20210915,1,1,"$2,024.99","$2,024.99","$1,898.09","$1,898.09","$2,024.99"
218,20210915,1,2,$5.70,$11.40,$3.40,$6.79,$11.40
344,20210915,1,1,"$2,039.99","$2,039.99","$1,912.15","$1,912.15","$2,039.99"
345,20210915,1,2,"$2,039.99","$4,079.99","$1,912.15","$3,824.31","$4,079.99"
350,20210915,1,2,"$2,024.99","$4,049.99","$1,898.09","$3,796.19","$4,049.99"
219,20210915,1,3,$5.70,$17.10,$3.40,$10.19,$17.10
346,20210915,1,1,"$2,039.99","$2,039.99","$1,912.15","$1,912.15","$2,039.99"
212,20210920,1,3,$20.19,$60.56,$12.03,$36.08,$60.56
232,20210920,1,1,$28.84,$28.84,$31.72,$31.72,$28.84
351,20210920,1,7,"$2,024.99","$14,174.96","$1,898.09","$13,286.66","$14,174.96"
218,20210920,1,23,$5.23,$120.18,$3.40,$78.11,$114.17
229,20210920,1,5,$28.84,$144.20,$31.72,$158.62,$144.20
345,20210920,1,6,"$2,039.99","$12,239.96","$1,912.15","$11,472.93","$12,239.96"
347,20210920,1,4,"$2,039.99","$8,159.98","$1,912.15","$7,648.62","$8,159.98"
215,20210920,1,3,$20.19,$60.56,$12.03,$36.08,$60.56
344,20210920,1,4,"$2,039.99","$8,159.98","$1,912.15","$7,648.62","$8,159.98"
235,20210920,1,1,$28.84,$28.84,$31.72,$31.72,$28.84
349,20210920,1,10,"$2,024.99","$20,249.94","$1,898.09","$18,980.94","$20,249.94"
348,20210920,1,4,"$2,024.99","$8,099.98","$1,898.09","$7,592.38","$8,099.98"
350,20210920,1,4,"$2,024.99","$8,099.98","$1,898.09","$7,592.38","$8,099.98"
346,20210920,1,4,"$2,039.99","$8,159.98","$1,912.15","$7,648.62","$8,159.98"
220,20210920,1,4,$20.19,$80.75,$12.03,$48.11,$80.75
223,20210920,1,1,$5.19,$5.19,$5.71,$5.71,$5.19
218,20210921,1,12,$5.51,$66.12,$3.40,$40.76,$64.80
348,20210921,1,2,"$2,024.99","$4,049.99","$1,898.09","$3,796.19","$4,049.99"
219,20210921,1,6,$5.70,$34.20,$3.40,$20.38,$34.20
344,20210921,1,3,"$2,039.99","$6,119.98","$1,912.15","$5,736.46","$6,119.98"
292,20210921,1,3,$818.70,"$2,456.10",$706.81,"$2,120.43","$2,456.10"
351,20210921,1,2,"$2,024.99","$4,049.99","$1,898.09","$3,796.19","$4,049.99"
347,20210921,1,4,"$2,039.99","$8,159.98","$1,912.15","$7,648.62","$8,159.98"
346,20210921,1,5,"$2,039.99","$10,199.97","$1,912.15","$9,560.77","$10,199.97"
345,20210921,1,4,"$2,039.99","$8,159.98","$1,912.15","$7,648.62","$8,159.98"
349,20210921,1,2,"$2,024.99","$4,049.99","$1,898.09","$3,796.19","$4,049.99"
350,20210921,1,3,"$2,024.99","$6,074.98","$1,898.09","$5,694.28","$6,074.98"
296,20210921,1,2,$714.70,"$1,429.41",$617.03,"$1,234.06","$1,429.41"
307,20210921,1,4,$722.59,"$2,890.38",$623.84,"$2,495.36","$2,890.38"
288,20210922,1,4,$722.59,"$2,890.38",$623.84,"$2,495.36","$2,890.38"
299,20210922,1,2,$809.76,"$1,619.52",$699.09,"$1,398.19","$1,619.52"
349,20210926,1,2,"$2,024.99","$4,049.99","$1,898.09","$3,796.19","$4,049.99"
212,20210926,1,2,$20.19,$40.37,$12.03,$24.06,$40.37
215,20210926,1,1,$20.19,$20.19,$12.03,$12.03,$20.19
235,20210926,1,1,$28.84,$28.84,$31.72,$31.72,$28.84
347,20210926,1,2,"$2,039.99","$4,079.99","$1,912.15","$3,824.31","$4,079.99"
350,20210926,1,2,"$2,024.99","$4,049.99","$1,898.09","$3,796.19","$4,049.99"
220,20210926,1,2,$20.19,$40.37,$12.03,$24.06,$40.37
232,20210926,1,1,$28.84,$28.84,$31.72,$31.72,$28.84
218,20210926,1,6,$5.70,$34.20,$3.40,$20.38,$34.20
342,20210927,1,1,$419.46,$419.46,$413.15,$413.15,$419.46
322,20210927,1,1,$419.46,$419.46,$413.15,$413.15,$419.46
326,20210927,1,1,$419.46,$419.46,$413.15,$413.15,$419.46
332,20210927,1,2,$419.46,$838.92,$413.15,$826.29,$838.92
322,20211102,1,1,$419.46,$419.46,$413.15,$413.15,$419.46
319,20211102,1,2,$874.79,"$1,749.59",$884.71,"$1,769.42","$1,749.59"
223,20211102,1,2,$5.19,$10.37,$5.71,$11.41,$10.37
342,20211102,1,2,$419.46,$838.92,$413.15,$826.29,$838.92
347,20211103,1,1,"$2,039.99","$2,039.99","$1,912.15","$1,912.15","$2,039.99"
218,20211103,1,18,$5.23,$94.05,$3.40,$61.13,$89.35
345,20211103,1,2,"$2,039.99","$4,079.99","$1,912.15","$3,824.31","$4,079.99"
350,20211103,1,2,"$2,024.99","$4,049.99","$1,898.09","$3,796.19","$4,049.99"
229,20211103,1,1,$28.84,$28.84,$31.72,$31.72,$28.84
350,20211103,1,4,"$2,024.99","$8,099.98","$1,898.09","$7,592.38","$8,099.98"
307,20211103,1,2,$722.59,"$1,445.19",$623.84,"$1,247.68","$1,445.19"
348,20211103,1,4,"$2,024.99","$8,099.98","$1,898.09","$7,592.38","$8,099.98"
232,20211103,1,5,$28.84,$144.20,$31.72,$158.62,$144.20
344,20211103,1,2,"$2,039.99","$4,079.99","$1,912.15","$3,824.31","$4,079.99"
218,20211103,1,6,$5.70,$34.20,$3.40,$20.38,$34.20
229,20211103,1,2,$28.84,$57.68,$31.72,$63.45,$57.68
212,20211103,1,6,$20.19,$121.12,$12.03,$72.17,$121.12
346,20211103,1,6,"$2,039.99","$12,239.96","$1,912.15","$11,472.93","$12,239.96"
235,20211103,1,2,$28.84,$57.68,$31.72,$63.45,$57.68
347,20211103,1,5,"$2,039.99","$10,199.97","$1,912.15","$9,560.77","$10,199.97"
351,20211103,1,4,"$2,024.99","$8,099.98","$1,898.09","$7,592.38","$8,099.98"
345,20211103,1,5,"$2,039.99","$10,199.97","$1,912.15","$9,560.77","$10,199.97"
220,20211103,1,1,$20.19,$20.19,$12.03,$12.03,$20.19
292,20211103,1,2,$818.70,"$1,637.40",$706.81,"$1,413.62","$1,637.40"
223,20211103,1,1,$5.19,$5.19,$5.71,$5.71,$5.19
215,20211103,1,2,$20.19,$40.37,$12.03,$24.06,$40.37
296,20211103,1,4,$714.70,"$2,858.82",$617.03,"$2,468.11","$2,858.82"
219,20211103,1,3,$5.70,$17.10,$3.40,$10.19,$17.10
324,20211107,1,1,$419.46,$419.46,$413.15,$413.15,$419.46
338,20211107,1,3,$419.46,"$1,258.38",$413.15,"$1,239.44","$1,258.38"
342,20211107,1,1,$419.46,$419.46,$413.15,$413.15,$419.46
326,20211107,1,1,$419.46,$419.46,$413.15,$413.15,$419.46
318,20211107,1,1,$874.79,$874.79,$884.71,$884.71,$874.79
330,20211107,1,2,$419.46,$838.92,$413.15,$826.29,$838.92
285,20211107,1,1,$178.58,$178.58,$176.20,$176.20,$178.58
332,20211107,1,2,$419.46,$838.92,$413.15,$826.29,$838.92
310,20211107,1,1,"$2,146.96","$2,146.96","$2,171.29","$2,171.29","$2,146.96"
317,20211107,1,2,$874.79,"$1,749.59",$884.71,"$1,769.42","$1,749.59"
314,20211107,1,1,"$2,146.96","$2,146.96","$2,171.29","$2,171.29","$2,146.96"
272,20211107,1,1,$183.94,$183.94,$181.49,$181.49,$183.94
262,20211107,1,3,$183.94,$551.81,$181.49,$544.46,$551.81
